Class

Name	NumAttr	NumOps	NumPubOps	Setters	Getters	Nesting	IFImpl	NOC	NumDesc	NumAnc	DIT	CLD	OpsInh	AttrInh	Dep_Out	Dep_In	NumAssEl_ssc	NumAssEl_sb	NumAssEl_nsb	EC_Attr	IC_Attr	EC_Par	IC_Par	Connectors	InstSpec	LLInst	MsgSent	MsgRecv	MsgSelf	Diags	AD_Status
unitunes_class_ga.Tipos.List<Musica>	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.Tipos.List<Parametros>	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.Tipos.List<Midia>	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.Tipos.Data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.0	0.0	-5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.Tipos.List<Cadastro>	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.Tipos.Conteudo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.Tipos.Imagem	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.Tipos.Email	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.Tipos.Senha	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.Tipos.CodigoDeRetorno	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.Tipos.List<ComprovanteVenda>	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.GerenciadorCreditos	-4.0	-3.0	-3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	-2.0	0.0	-1.0	-3.0	0.0	-3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.APIs.PagamentoAPI	0.0	-3.0	-3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.GerenciadorCompras	-2.0	-4.0	-4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.0	-3.0	0.0	-1.0	-2.0	0.0	-6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.DashboardVendas	-2.0	-2.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	0.0	-1.0	-2.0	0.0	-5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.ValidadorAcessoMidia	0.0	-2.0	-2.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	0.0	-1.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.GerenciadorCadastros	-5.0	-3.0	-3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.0	-3.0	0.0	0.0	-5.0	0.0	-6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.ValidadorSenha	0.0	-1.0	-1.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	0.0	-1.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.ValidadorEmail	0.0	-1.0	-1.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	0.0	-1.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.ValidadorNomes	0.0	-1.0	-1.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.VisualizadorAlbuns	-2.0	-3.0	-3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	0.0	-1.0	-2.0	0.0	-3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.CRUDs.VendasCRUD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.CRUDs.CadastrosCRUD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.CRUDs.AlbumCRUD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.CRUDs.MidiaCRUD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.CRUDs.FavoritosCRUD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.CRUDs.CreditosCRUD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.NotificadorExclusaoMidia	-1.0	-1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	0.0	-1.0	-1.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.CriadorMidia	-3.0	-1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.0	-3.0	0.0	-1.0	-3.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.ValidadorValorMidia	0.0	-1.0	-1.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.CriadorAlbum	-3.0	-1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.0	-3.0	0.0	-1.0	-3.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.ValidadorAlbum	0.0	-1.0	-1.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.GerenciadorCadastroAdmin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D


Package

Name	NumCls	NumCls_tc	NumOpsCls	NumInterf	R	H	Ca	Ce	I	A	D	DN	Nesting	ConnComp	Dep_Out	Dep_In	DepPack	MsgSent_Outside	MsgRecv_Outside	MsgSent_within	Diags	AD_Status
unitunes_class_gb.db	8.0	8.0	33.0	0.0	12.0	1.625	24.0	23.0	0.4893617	0.0	-0.3610759	0.5106383	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	A
unitunes_class_gb.view	1.0	1.0	0.0	0.0	0.0	1.0	11.0	15.0	0.5769231	0.0	-0.29916066	0.42307693	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	A
unitunes_class_gb.controller	7.0	7.0	36.0	0.0	3.0	0.5714286	15.0	26.0	0.63414633	0.0	-0.2586977	0.36585367	0.0	6.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	A
unitunes_class_gb.model	7.0	7.0	79.0	0.0	0.0	0.14285715	14.0	17.0	0.5483871	0.0	-0.31933865	0.4516129	0.0	7.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	A
unitunes_class_gb.PrimitiveTypes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.707107	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	A
unitunes_class_ga.UI API	-11.0	-11.0	-27.0	0.0	0.0	-0.09090909	-12.0	0.0	0.0	0.0	0.707107	-1.0	0.0	-11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.Tipos	-14.0	-14.0	0.0	0.0	0.0	-0.071428575	-17.0	0.0	0.0	0.0	0.707107	-1.0	0.0	-14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.APIs	-1.0	-1.0	-3.0	0.0	0.0	-1.0	-1.0	0.0	0.0	0.0	0.707107	-1.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.CRUDs	-6.0	-6.0	0.0	0.0	0.0	-0.16666667	-11.0	0.0	0.0	0.0	0.707107	-1.0	0.0	-6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
unitunes_class_ga.PrimitiveTypes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	-0.707107	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D
